A...1,B...2,E...5
63.91699605,35.88537549,55.56521739
64.09782609,35.9673913,55.7173913
64.27865613,36.04940711,55.86956522
64.45948617,36.13142292,56.02173913
64.64031621,36.21343874,56.17391304
64.82114625,36.29545455,56.32608696
65.00197628,36.37747036,56.47826087
65.18280632,36.45948617,56.63043478
65.36363636,36.54150198,56.7826087
65.5444664,36.62351779,56.93478261
65.72529644,36.7055336,57.08695652
65.90612648,36.78754941,57.23913043
66.08695652,36.86956522,57.39130435
66.26778656,36.95158103,57.54347826
66.4486166,37.03359684,57.69565217
66.62944664,37.11561265,57.84782609
66.81027668,37.19762846,58
66.99110672,37.27964427,58.15217391
67.17193676,37.36166008,58.30434783
67.3527668,37.44367589,58.45652174
67.53359684,37.5256917,58.60869565
67.71442688,37.60770751,58.76086957
67.89525692,37.68972332,58.91304348
68.07608696,37.77173913,59.06521739
68.256917,37.85375494,59.2173913
68.43774704,37.93577075,59.36956522
68.61857708,38.01778656,59.52173913
68.79940711,38.09980237,59.67391304
68.98023715,38.18181818,59.82608696
69.16106719,38.26383399,59.97826087
69.34189723,38.3458498,60.13043478
69.52272727,38.42786561,60.2826087
69.70355731,38.50988142,60.43478261
69.88438735,38.59189723,60.58695652
70.06521739,38.67391304,60.73913043
70.24604743,38.75592885,60.89130435
70.42687747,38.83794466,61.04347826
70.60770751,38.91996047,61.19565217
70.78853755,39.00197628,61.34782609
70.96936759,39.08399209,61.5
71.15019763,39.16600791,61.65217391
71.33102767,39.24802372,61.80434783
71.51185771,39.33003953,61.95652174
71.69268775,39.41205534,62.10869565
71.87351779,39.49407115,62.26086957
72.05434783,39.57608696,62.41304348
72.23517787,39.65810277,62.56521739
72.41600791,39.74011858,62.7173913
72.59683794,39.82213439,62.86956522
72.77766798,39.9041502,63.02173913
72.95849802,39.98616601,63.17391304
73.13932806,40.06818182,63.32608696
73.3201581,40.15019763,63.47826087
73.50098814,40.23221344,63.63043478
73.68181818,40.31422925,63.7826087
73.86264822,40.39624506,63.93478261
74.04347826,40.47826087,64.08695652
74.2243083,40.56027668,64.23913043
74.40513834,40.64229249,64.39130435
74.58596838,40.7243083,64.54347826
74.76679842,40.80632411,64.69565217
74.94762846,40.88833992,64.84782609
75.1284585,40.97035573,65
75.30928854,41.05237154,65.15217391
75.49011858,41.13438735,65.30434783
75.67094862,41.21640316,65.45652174
75.85177866,41.29841897,65.60869565
76.0326087,41.38043478,65.76086957
76.21343874,41.46245059,65.91304348
76.39426877,41.5444664,66.06521739
76.57509881,41.62648221,66.2173913
76.75592885,41.70849802,66.36956522
76.93675889,41.79051383,66.52173913
77.11758893,41.87252964,66.67391304
77.29841897,41.95454545,66.82608696
77.47924901,42.03656126,66.97826087
77.66007905,42.11857708,67.13043478
77.84090909,42.20059289,67.2826087
78.02173913,42.2826087,67.43478261
78.20256917,42.36462451,67.58695652
78.38339921,42.44664032,67.73913043
78.56422925,42.52865613,67.89130435
78.74505929,42.61067194,68.04347826
78.92588933,42.69268775,68.19565217
79.10671937,42.77470356,68.34782609
79.28754941,42.85671937,68.5
79.46837945,42.93873518,68.65217391
79.64920949,43.02075099,68.80434783
79.83003953,43.1027668,68.95652174
80.01086957,43.18478261,69.10869565
80.1916996,43.26679842,69.26086957
80.37252964,43.34881423,69.41304348
80.55335968,43.43083004,69.56521739
80.73418972,43.51284585,69.7173913
80.91501976,43.59486166,69.86956522
81.0958498,43.67687747,70.02173913
81.27667984,43.75889328,70.17391304
81.45750988,43.84090909,70.32608696
81.63833992,43.9229249,70.47826087
81.81916996,44.00494071,70.63043478
82,44.08695652,70.7826087
82.18083004,44.16897233,70.93478261
82.36166008,44.25098814,71.08695652
82.54249012,44.33300395,71.23913043
82.72332016,44.41501976,71.39130435
82.9041502,44.49703557,71.54347826
83.08498024,44.57905138,71.69565217
83.26581028,44.66106719,71.84782609
83.44664032,44.743083,72
83.62747036,44.82509881,72.15217391
83.8083004,44.90711462,72.30434783
83.98913043,44.98913043,72.45652174
84.16996047,45.07114625,72.60869565
84.35079051,45.15316206,72.76086957
84.53162055,45.23517787,72.91304348
84.71245059,45.31719368,73.06521739
84.89328063,45.39920949,73.2173913
85.07411067,45.4812253,73.36956522
85.25494071,45.56324111,73.52173913
85.43577075,45.64525692,73.67391304
85.61660079,45.72727273,73.82608696
85.79743083,45.80928854,73.97826087
85.97826087,45.89130435,74.13043478
86.15909091,45.97332016,74.2826087
86.33992095,46.05533597,74.43478261
86.52075099,46.13735178,74.58695652
86.70158103,46.21936759,74.73913043
86.88241107,46.3013834,74.89130435
87.06324111,46.38339921,75.04347826
87.24407115,46.46541502,75.19565217
87.42490119,46.54743083,75.34782609
87.60573123,46.62944664,75.5
87.78656126,46.71146245,75.65217391
87.9673913,46.79347826,75.80434783
88.14822134,46.87549407,75.95652174
88.32905138,46.95750988,76.10869565
88.50988142,47.03952569,76.26086957
88.69071146,47.1215415,76.41304348
88.8715415,47.20355731,76.56521739
89.05237154,47.28557312,76.7173913
89.23320158,47.36758893,76.86956522
89.41403162,47.44960474,77.02173913
89.59486166,47.53162055,77.17391304
89.7756917,47.61363636,77.32608696
89.95652174,47.69565217,77.47826087
90.13735178,47.77766798,77.63043478
90.31818182,47.85968379,77.7826087
90.49901186,47.9416996,77.93478261
90.6798419,48.02371542,78.08695652
90.86067194,48.10573123,78.23913043
91.04150198,48.18774704,78.39130435
91.22233202,48.26976285,78.54347826
91.40316206,48.35177866,78.69565217
91.58399209,48.43379447,78.84782609
91.76482213,48.51581028,79
91.94565217,48.59782609,79.15217391
92.12648221,48.6798419,79.30434783
92.30731225,48.76185771,79.45652174
92.48814229,48.84387352,79.60869565
92.66897233,48.92588933,79.76086957
92.84980237,49.00790514,79.91304348
93.03063241,49.08992095,80.06521739
93.21146245,49.17193676,80.2173913
93.39229249,49.25395257,80.36956522
93.57312253,49.33596838,80.52173913
93.75395257,49.41798419,80.67391304
93.93478261,49.5,80.82608696
94.11561265,49.58201581,80.97826087
94.29644269,49.66403162,81.13043478
94.47727273,49.74604743,81.2826087
94.65810277,49.82806324,81.43478261
94.83893281,49.91007905,81.58695652
95.01976285,49.99209486,81.73913043
95.20059289,50.07411067,81.89130435
95.38142292,50.15612648,82.04347826
95.56225296,50.23814229,82.19565217
95.743083,50.3201581,82.34782609
95.92391304,50.40217391,82.5
96.10474308,50.48418972,82.65217391
96.28557312,50.56620553,82.80434783
96.46640316,50.64822134,82.95652174
96.6472332,50.73023715,83.10869565
96.82806324,50.81225296,83.26086957
97.00889328,50.89426877,83.41304348
97.18972332,50.97628458,83.56521739
97.37055336,51.0583004,83.7173913
97.5513834,51.14031621,83.86956522
97.73221344,51.22233202,84.02173913
97.91304348,51.30434783,84.17391304
98.09387352,51.38636364,84.32608696
98.27470356,51.46837945,84.47826087
98.4555336,51.55039526,84.63043478
98.63636364,51.63241107,84.7826087
98.81719368,51.71442688,84.93478261
98.99802372,51.79644269,85.08695652
99.17885375,51.8784585,85.23913043
99.35968379,51.96047431,85.39130435
99.54051383,52.04249012,85.54347826
99.72134387,52.12450593,85.69565217
99.90217391,52.20652174,85.84782609
100.083004,52.28853755,86
100.263834,52.37055336,86.15217391
100.444664,52.45256917,86.30434783
100.6254941,52.53458498,86.45652174
100.8063241,52.61660079,86.60869565
100.9871542,52.6986166,86.76086957
101.1679842,52.78063241,86.91304348
101.3488142,52.86264822,87.06521739
101.5296443,52.94466403,87.2173913
101.7104743,53.02667984,87.36956522
101.8913043,53.10869565,87.52173913
102.0721344,53.19071146,87.67391304
102.2529644,53.27272727,87.82608696
102.4337945,53.35474308,87.97826087
102.6146245,53.43675889,88.13043478
102.7954545,53.5187747,88.2826087
102.9762846,53.60079051,88.43478261
103.1571146,53.68280632,88.58695652
103.3379447,53.76482213,88.73913043
103.5187747,53.84683794,88.89130435
103.6996047,53.92885375,89.04347826
103.8804348,54.01086957,89.19565217
104.0612648,54.09288538,89.34782609
104.2420949,54.17490119,89.5
104.4229249,54.256917,89.65217391
104.6037549,54.33893281,89.80434783
104.784585,54.42094862,89.95652174
104.965415,54.50296443,90.10869565
105.1462451,54.58498024,90.26086957
105.3270751,54.66699605,90.41304348
105.5079051,54.74901186,90.56521739
105.6887352,54.83102767,90.7173913
105.8695652,54.91304348,90.86956522
106.0503953,54.99505929,91.02173913
106.2312253,55.0770751,91.17391304
106.4120553,55.15909091,91.32608696
106.5928854,55.24110672,91.47826087
106.7737154,55.32312253,91.63043478
106.9545455,55.40513834,91.7826087
107.1353755,55.48715415,91.93478261
107.3162055,55.56916996,92.08695652
107.4970356,55.65118577,92.23913043
107.6778656,55.73320158,92.39130435
107.8586957,55.81521739,92.54347826
108.0395257,55.8972332,92.69565217
108.2203557,55.97924901,92.84782609
108.4011858,56.06126482,93
108.5820158,56.14328063,93.15217391
108.7628458,56.22529644,93.30434783
108.9436759,56.30731225,93.45652174
109.1245059,56.38932806,93.60869565
109.305336,56.47134387,93.76086957
109.486166,56.55335968,93.91304348
109.666996,56.63537549,94.06521739
109.8478261,56.7173913,94.2173913
110.0286561,56.79940711,94.36956522
110.2094862,56.88142292,94.52173913
110.3903162,56.96343874,94.67391304
110.5711462,57.04545455,94.82608696
110.7519763,57.12747036,94.97826087
110.9328063,57.20948617,95.13043478
111.1136364,57.29150198,95.2826087
111.2944664,57.37351779,95.43478261
111.4752964,57.4555336,95.58695652
111.6561265,57.53754941,95.73913043
111.8369565,57.61956522,95.89130435
112.0177866,57.70158103,96.04347826
112.1986166,57.78359684,96.19565217
112.3794466,57.86561265,96.34782609
112.5602767,57.94762846,96.5
112.7411067,58.02964427,96.65217391
112.9219368,58.11166008,96.80434783
113.1027668,58.19367589,96.95652174
113.2835968,58.2756917,97.10869565
113.4644269,58.35770751,97.26086957
113.6452569,58.43972332,97.41304348
113.826087,58.52173913,97.56521739
114.006917,58.60375494,97.7173913
114.187747,58.68577075,97.86956522
114.3685771,58.76778656,98.02173913
114.5494071,58.84980237,98.17391304
114.7302372,58.93181818,98.32608696
114.9110672,59.01383399,98.47826087
115.0918972,59.0958498,98.63043478
115.2727273,59.17786561,98.7826087
115.4535573,59.25988142,98.93478261
115.6343874,59.34189723,99.08695652
115.8152174,59.42391304,99.23913043
115.9960474,59.50592885,99.39130435
116.1768775,59.58794466,99.54347826
116.3577075,59.66996047,99.69565217
116.5385375,59.75197628,99.84782609
116.7193676,59.83399209,100
116.9001976,59.91600791,100.1521739
117.0810277,59.99802372,100.3043478
117.2618577,60.08003953,100.4565217
117.4426877,60.16205534,100.6086957
117.6235178,60.24407115,100.7608696
117.8043478,60.32608696,100.9130435
117.9851779,60.40810277,101.0652174
118.1660079,60.49011858,101.2173913
118.3468379,60.57213439,101.3695652
118.527668,60.6541502,101.5217391
118.708498,60.73616601,101.673913
118.8893281,60.81818182,101.826087
119.0701581,60.90019763,101.9782609
119.2509881,60.98221344,102.1304348
119.4318182,61.06422925,102.2826087
119.6126482,61.14624506,102.4347826
119.7934783,61.22826087,102.5869565
119.9743083,61.31027668,102.7391304
120.1551383,61.39229249,102.8913043
120.3359684,61.4743083,103.0434783
120.5167984,61.55632411,103.1956522
120.6976285,61.63833992,103.3478261
120.8784585,61.72035573,103.5
121.0592885,61.80237154,103.6521739
121.2401186,61.88438735,103.8043478
121.4209486,61.96640316,103.9565217
121.6017787,62.04841897,104.1086957
121.7826087,62.13043478,104.2608696
121.9634387,62.21245059,104.4130435
122.1442688,62.2944664,104.5652174
122.3250988,62.37648221,104.7173913
122.5059289,62.45849802,104.8695652
122.6867589,62.54051383,105.0217391
122.8675889,62.62252964,105.173913
123.048419,62.70454545,105.326087
123.229249,62.78656126,105.4782609
123.4100791,62.86857708,105.6304348
123.5909091,62.95059289,105.7826087
123.7717391,63.0326087,105.9347826
123.9525692,63.11462451,106.0869565
124.1333992,63.19664032,106.2391304
124.3142292,63.27865613,106.3913043
124.4950593,63.36067194,106.5434783
124.6758893,63.44268775,106.6956522
124.8567194,63.52470356,106.8478261
125.0375494,63.60671937,107
125.2183794,63.68873518,107.1521739
125.3992095,63.77075099,107.3043478
125.5800395,63.8527668,107.4565217
125.7608696,63.93478261,107.6086957
125.9416996,64.01679842,107.7608696
126.1225296,64.09881423,107.9130435
126.3033597,64.18083004,108.0652174
126.4841897,64.26284585,108.2173913
126.6650198,64.34486166,108.3695652
126.8458498,64.42687747,108.5217391
127.0266798,64.50889328,108.673913
127.2075099,64.59090909,108.826087
127.3883399,64.6729249,108.9782609
127.56917,64.75494071,109.1304348
127.75,64.83695652,109.2826087
127.93083,64.91897233,109.4347826
128.1116601,65.00098814,109.5869565
128.2924901,65.08300395,109.7391304
128.4733202,65.16501976,109.8913043
128.6541502,65.24703557,110.0434783
128.8349802,65.32905138,110.1956522
129.0158103,65.41106719,110.3478261
129.1966403,65.493083,110.5
129.3774704,65.57509881,110.6521739
129.5583004,65.65711462,110.8043478
129.7391304,65.73913043,110.9565217
129.9199605,65.82114625,111.1086957
130.1007905,65.90316206,111.2608696
130.2816206,65.98517787,111.4130435
130.4624506,66.06719368,111.5652174
130.6432806,66.14920949,111.7173913
130.8241107,66.2312253,111.8695652
131.0049407,66.31324111,112.0217391
131.1857708,66.39525692,112.173913
131.3666008,66.47727273,112.326087
131.5474308,66.55928854,112.4782609
131.7282609,66.64130435,112.6304348
131.9090909,66.72332016,112.7826087
132.0899209,66.80533597,112.9347826
132.270751,66.88735178,113.0869565
132.451581,66.96936759,113.2391304
132.6324111,67.0513834,113.3913043
132.8132411,67.13339921,113.5434783
132.9940711,67.21541502,113.6956522
133.1749012,67.29743083,113.8478261
133.3557312,67.37944664,114
133.5365613,67.46146245,114.1521739
133.7173913,67.54347826,114.3043478
133.8982213,67.62549407,114.4565217
134.0790514,67.70750988,114.6086957
134.2598814,67.78952569,114.7608696
134.4407115,67.8715415,114.9130435
134.6215415,67.95355731,115.0652174
134.8023715,68.03557312,115.2173913
134.9832016,68.11758893,115.3695652
135.1640316,68.19960474,115.5217391
135.3448617,68.28162055,115.673913
135.5256917,68.36363636,115.826087
135.7065217,68.44565217,115.9782609
135.8873518,68.52766798,116.1304348
136.0681818,68.60968379,116.2826087
136.2490119,68.6916996,116.4347826
136.4298419,68.77371542,116.5869565
136.6106719,68.85573123,116.7391304
136.791502,68.93774704,116.8913043
136.972332,69.01976285,117.0434783
137.1531621,69.10177866,117.1956522
137.3339921,69.18379447,117.3478261
137.5148221,69.26581028,117.5
137.6956522,69.34782609,117.6521739
137.8764822,69.4298419,117.8043478
138.0573123,69.51185771,117.9565217
138.2381423,69.59387352,118.1086957
138.4189723,69.67588933,118.2608696
138.5998024,69.75790514,118.4130435
138.7806324,69.83992095,118.5652174
138.9614625,69.92193676,118.7173913
139.1422925,70.00395257,118.8695652
139.3231225,70.08596838,119.0217391
139.5039526,70.16798419,119.173913
139.6847826,70.25,119.326087
139.8656126,70.33201581,119.4782609
140.0464427,70.41403162,119.6304348
140.2272727,70.49604743,119.7826087
140.4081028,70.57806324,119.9347826
140.5889328,70.66007905,120.0869565
140.7697628,70.74209486,120.2391304
140.9505929,70.82411067,120.3913043
141.1314229,70.90612648,120.5434783
141.312253,70.98814229,120.6956522
141.493083,71.0701581,120.8478261
141.673913,71.15217391,121
141.8547431,71.23418972,121.1521739
142.0355731,71.31620553,121.3043478
142.2164032,71.39822134,121.4565217
142.3972332,71.48023715,121.6086957
142.5780632,71.56225296,121.7608696
142.7588933,71.64426877,121.9130435
142.9397233,71.72628458,122.0652174
143.1205534,71.8083004,122.2173913
143.3013834,71.89031621,122.3695652
143.4822134,71.97233202,122.5217391
143.6630435,72.05434783,122.673913
143.8438735,72.13636364,122.826087
144.0247036,72.21837945,122.9782609
144.2055336,72.30039526,123.1304348
144.3863636,72.38241107,123.2826087
144.5671937,72.46442688,123.4347826
144.7480237,72.54644269,123.5869565
144.9288538,72.6284585,123.7391304
145.1096838,72.71047431,123.8913043
145.2905138,72.79249012,124.0434783
145.4713439,72.87450593,124.1956522
145.6521739,72.95652174,124.3478261
145.833004,73.03853755,124.5
146.013834,73.12055336,124.6521739
146.194664,73.20256917,124.8043478
146.3754941,73.28458498,124.9565217
146.5563241,73.36660079,125.1086957
146.7371542,73.4486166,125.2608696
146.9179842,73.53063241,125.4130435
147.0988142,73.61264822,125.5652174
147.2796443,73.69466403,125.7173913
147.4604743,73.77667984,125.8695652
147.6413043,73.85869565,126.0217391
147.8221344,73.94071146,126.173913
148.0029644,74.02272727,126.326087
148.1837945,74.10474308,126.4782609
148.3646245,74.18675889,126.6304348
148.5454545,74.2687747,126.7826087
148.7262846,74.35079051,126.9347826
148.9071146,74.43280632,127.0869565
149.0879447,74.51482213,127.2391304
149.2687747,74.59683794,127.3913043
149.4496047,74.67885375,127.5434783
149.6304348,74.76086957,127.6956522
149.8112648,74.84288538,127.8478261
149.9920949,74.92490119,128
150.1729249,75.006917,128.1521739
150.3537549,75.08893281,128.3043478
150.534585,75.17094862,128.4565217
150.715415,75.25296443,128.6086957
150.8962451,75.33498024,128.7608696
151.0770751,75.41699605,128.9130435
151.2579051,75.49901186,129.0652174
151.4387352,75.58102767,129.2173913
151.6195652,75.66304348,129.3695652
151.8003953,75.74505929,129.5217391
151.9812253,75.8270751,129.673913
152.1620553,75.90909091,129.826087
152.3428854,75.99110672,129.9782609
152.5237154,76.07312253,130.1304348
152.7045455,76.15513834,130.2826087
152.8853755,76.23715415,130.4347826
153.0662055,76.31916996,130.5869565
